text,labels
Badminton,Sports_and_Outdoors
Bowling,Sports_and_Outdoors
Archery,Sports_and_Outdoors
Fishing,Sports_and_Outdoors
Rowing,Sports_and_Outdoors
Horseback Riding,Sports_and_Outdoors
Skateboarding,Sports_and_Outdoors
Wrestling,Sports_and_Outdoors
Ice Hockey,Sports_and_Outdoors
Table Tennis,Sports_and_Outdoors
Rock Climbing,Sports_and_Outdoors
Canoeing,Sports_and_Outdoors
Kayaking,Sports_and_Outdoors
Camping,Sports_and_Outdoors
Diving,Sports_and_Outdoors
Sailing,Sports_and_Outdoors
Waterskiing,Sports_and_Outdoors
Wakeboarding,Sports_and_Outdoors
Paragliding,Sports_and_Outdoors
Rollerblading,Sports_and_Outdoors
Jogging,Sports_and_Outdoors
CrossFit,Sports_and_Outdoors
Yoga,Sports_and_Outdoors
Pilates,Sports_and_Outdoors
Aerobics,Sports_and_Outdoors
Judo,Sports_and_Outdoors
Karate,Sports_and_Outdoors
Taekwondo,Sports_and_Outdoors
Frisbee,Sports_and_Outdoors
Lacrosse,Sports_and_Outdoors
Netball,Sports_and_Outdoors
Polo,Sports_and_Outdoors
Racquetball,Sports_and_Outdoors
Squash,Sports_and_Outdoors
Snorkeling,Sports_and_Outdoors
Parasailing,Sports_and_Outdoors
Hang Gliding,Sports_and_Outdoors
Bungee Jumping,Sports_and_Outdoors
Ziplining,Sports_and_Outdoors
Rafting,Sports_and_Outdoors
Kitesurfing,Sports_and_Outdoors
Windsurfing,Sports_and_Outdoors
Kickboxing,Sports_and_Outdoors
Martial Arts,Sports_and_Outdoors
Cheerleading,Sports_and_Outdoors
Dodgeball,Sports_and_Outdoors
Handball,Sports_and_Outdoors
Mountain Biking,Sports_and_Outdoors
Weightlifting,Sports_and_Outdoors
Bodybuilding,Sports_and_Outdoors
Hotel,Travel_and_Tourism
Flight,Travel_and_Tourism
Tour,Travel_and_Tourism
Resort,Travel_and_Tourism
Cruise,Travel_and_Tourism
Backpack,Travel_and_Tourism
Luggage,Travel_and_Tourism
Excursion,Travel_and_Tourism
Adventure,Travel_and_Tourism
Safari,Travel_and_Tourism
Guidebook,Travel_and_Tourism
Passport,Travel_and_Tourism
Visa,Travel_and_Tourism
Destination,Travel_and_Tourism
Itinerary,Travel_and_Tourism
Vacation,Travel_and_Tourism
Holiday,Travel_and_Tourism
Trip,Travel_and_Tourism
Journey,Travel_and_Tourism
Voyage,Travel_and_Tourism
Expedition,Travel_and_Tourism
Traveler,Travel_and_Tourism
Tourist,Travel_and_Tourism
Sightseeing,Travel_and_Tourism
Attraction,Travel_and_Tourism
Landmark,Travel_and_Tourism
Monument,Travel_and_Tourism
Museum,Travel_and_Tourism
Gallery,Travel_and_Tourism
Beach,Travel_and_Tourism
Mountain,Travel_and_Tourism
Island,Travel_and_Tourism
City,Travel_and_Tourism
Country,Travel_and_Tourism
Village,Travel_and_Tourism
Town,Travel_and_Tourism
Metropolis,Travel_and_Tourism
Capital,Travel_and_Tourism
Continent,Travel_and_Tourism
Ocean,Travel_and_Tourism
Sea,Travel_and_Tourism
Lake,Travel_and_Tourism
River,Travel_and_Tourism
Forest,Travel_and_Tourism
Desert,Travel_and_Tourism
Jungle,Travel_and_Tourism
Park,Travel_and_Tourism
Reservation,Travel_and_Tourism
Inn,Travel_and_Tourism
Hostel,Travel_and_Tourism
Motel,Travel_and_Tourism
B&B,Travel_and_Tourism
Airbnb,Travel_and_Tourism
Chalet,Travel_and_Tourism
Villa,Travel_and_Tourism
Cottage,Travel_and_Tourism
Timeshare,Travel_and_Tourism
Campsite,Travel_and_Tourism
Caravan,Travel_and_Tourism
RV,Travel_and_Tourism
Bus,Travel_and_Tourism
Train,Travel_and_Tourism
Ferry,Travel_and_Tourism
Airport,Travel_and_Tourism
Station,Travel_and_Tourism
Terminal,Travel_and_Tourism
Ticket,Travel_and_Tourism
Booking,Travel_and_Tourism
Package,Travel_and_Tourism
Deal,Travel_and_Tourism
Discount,Travel_and_Tourism
Mechanic,Automotive
Car Repair shop,Automotive
Car dealership,Automotive
Engine,Automotive
Transmission,Automotive
Brakes,Automotive
Tire,Automotive
Exhaust,Automotive
Battery,Automotive
Radiator,Automotive
Clutch,Automotive
Alternator,Automotive
Axle,Automotive
Chassis,Automotive
Crankshaft,Automotive
Differential,Automotive
Driveshaft,Automotive
Fuel injector,Automotive
Headlight,Automotive
Hood,Automotive
Ignition,Automotive
Muffler,Automotive
Odometer,Automotive
Oil filter,Automotive
Piston,Automotive
Rearview mirror,Automotive
Shock absorber,Automotive
Spark plug,Automotive
Speedometer,Automotive
Steering wheel,Automotive
Taillight,Automotive
Windshield,Automotive
Airbag,Automotive
Bumper,Automotive
Carburetor,Automotive
Dashboard,Automotive
Fender,Automotive
Gasoline,Automotive
Hybrid,Automotive
Manual,Automotive
Sedan,Automotive
SUV,Automotive
Truck,Automotive
Van,Automotive
Convertible,Automotive
Electric car,Automotive
Hatchback,Automotive
Limousine,Automotive
Minivan,Automotive
Roadster,Automotive
Station wagon,Automotive
Supercharger,Automotive
Turbocharger,Automotive
Wagon,Automotive
Crossover,Automotive
Diesel,Automotive
Four-wheel drive,Automotive
Horsepower,Automotive
Torque,Automotive
Towing,Automotive
Off-roading,Automotive
Racing,Automotive
Tuning,Automotive
Detailing,Automotive
Valet,Automotive
Leasing,Automotive
Insurance,Automotive
License,Automotive
Car insurance,Insurance
Insurance,Insurance
Health Insurance,Insurance
Life Insurance,Insurance
Home Insurance,Insurance
Insurance Policy,Insurance
Policyholder,Insurance
Premium,Insurance
Claim,Insurance
Coverage,Insurance
Deductible,Insurance
Underwriter,Insurance
Risk,Insurance
Liability,Insurance
Property Insurance,Insurance
Casualty Insurance,Insurance
Disability Insurance,Insurance
Reinsurance,Insurance
Insurer,Insurance
Beneficiary,Insurance
Annuity,Insurance
Compensation,Insurance
Indemnity,Insurance
Actuary,Insurance
Adjuster,Insurance
Agent,Insurance
Broker,Insurance
Captive Insurance,Insurance
Claimant,Insurance
Coinsurance,Insurance
Commercial Insurance,Insurance
Commission,Insurance
Conditions,Insurance
Contract,Insurance
Death Benefit,Insurance
Exclusions,Insurance
Exposure,Insurance
Investment Insurance,Insurance
Loss,Insurance
Maturity,Insurance
Moral Hazard,Insurance
Mortality Rate,Insurance
Mutual Insurance,Insurance
No-Claim Bonus,Insurance
Non-Disclosure,Insurance
Out-of-Pocket,Insurance
Policy Term,Insurance
Premium Loading,Insurance
Quote,Insurance
Rate,Insurance
Rider,Insurance
Settlement,Insurance
Subrogation,Insurance
Term Life Insurance,Insurance
Third-Party Insurance,Insurance
Total Disability,Insurance
Umbrella Insurance,Insurance
Uninsured,Insurance
Underwriting,Insurance
Universal Life Insurance,Insurance
Variable Life Insurance,Insurance
Whole Life Insurance,Insurance
Workers Compensation,Insurance
Accident Insurance,Insurance
Liability Insurance,Insurance
Malpractice Insurance,Insurance
Photo printing,Photography
Professional photo,Photography
Camera,Photography
Lens,Photography
Tripod,Photography
Flash,Photography
Lighting,Photography
Backdrop,Photography
Photo editing,Photography
Digital photography,Photography
Film photography,Photography
Photography studio,Photography
Portrait photography,Photography
Landscape photography,Photography
Fashion photography,Photography
Wedding photography,Photography
Event photography,Photography
Wildlife photography,Photography
Sports photography,Photography
Macro photography,Photography
Drone photography,Photography
Underwater photography,Photography
Street photography,Photography
Astrophotography,Photography
Food photography,Photography
Commercial photography,Photography
Documentary photography,Photography
Night photography,Photography
Aerial photography,Photography
Black and white photography,Photography
Fine art photography,Photography
Photojournalism,Photography
HDR photography,Photography
Infrared photography,Photography
Architectural photography,Photography
Panoramic photography,Photography
Time-lapse photography,Photography
Stock photography,Photography
Candid photography,Photography
Travel photography,Photography
Pet photography,Photography
Baby photography,Photography
Family photography,Photography
Real estate photography,Photography
Product photography,Photography
Automotive photography,Photography
Industrial photography,Photography
Scientific photography,Photography
War photography,Photography
School photography,Photography
Photography accessories,Photography
Photography software,Photography
Photography techniques,Photography
Photography composition,Photography
Photography lighting,Photography
Photography exposure,Photography
Photography focus,Photography
Photography depth of field,Photography
Photography framing,Photography
Photography rule of thirds,Photography
Photography color theory,Photography
Photography post-production,Photography
Photography genres,Photography
Photography styles,Photography
Photography history,Photography
Photography criticism,Photography
Photography awards,Photography
Photography education,Photography
Photography careers,Photography
Consulting,Professional_services
Cleaning Service,Professional_services
Essay Writing,Professional_services
Delivery Service,Professional_services
Accounting,Professional_services
Advertising,Professional_services
Architectural,Professional_services
Auditing,Professional_services
Banking,Professional_services
Bookkeeping,Professional_services
Brokerage,Professional_services
Business Coaching,Professional_services
Business Management,Professional_services
Career Counseling,Professional_services
Catering,Professional_services
Compliance,Professional_services
Construction,Professional_services
Copywriting,Professional_services
Customer Service,Professional_services
Data Analysis,Professional_services
Digital Marketing,Professional_services
Editing,Professional_services
Education,Professional_services
Engineering,Professional_services
Event Planning,Professional_services
Financial Planning,Professional_services
Graphic Design,Professional_services
Human Resources,Professional_services
Information Technology,Professional_services
Insurance,Professional_services
Interior Design,Professional_services
Investment,Professional_services
Legal Services,Professional_services
Logistics,Professional_services
Marketing,Professional_services
Medical,Professional_services
Photography,Professional_services
PR,Professional_services
Programming,Professional_services
Project Management,Professional_services
Property Management,Professional_services
Public Speaking,Professional_services
Recruiting,Professional_services
Research,Professional_services
Risk Management,Professional_services
SEO,Professional_services
Social Media Management,Professional_services
Software Development,Professional_services
Statistical Analysis,Professional_services
Tax Preparation,Professional_services
Teaching,Professional_services
Technical Support,Professional_services
Testing Services,Professional_services
Training,Professional_services
Translation,Professional_services
Travel Planning,Professional_services
Tutoring,Professional_services
UX Design,Professional_services
Video Production,Professional_services
Web Design,Professional_services
Web Development,Professional_services
Writing Services,Professional_services
Virtual Assistance,Professional_services
Brand Management,Professional_services
Painting,Arts_and_crafts
Pottery,Arts_and_crafts
Handcrafting,Arts_and_crafts
Sculpture,Arts_and_crafts
Drawing,Arts_and_crafts
Origami,Arts_and_crafts
Knitting,Arts_and_crafts
Embroidery,Arts_and_crafts
Quilting,Arts_and_crafts
Crocheting,Arts_and_crafts
Weaving,Arts_and_crafts
Printmaking,Arts_and_crafts
Calligraphy,Arts_and_crafts
Lace-making,Arts_and_crafts
Sewing,Arts_and_crafts
Woodworking,Arts_and_crafts
Jewelry,Arts_and_crafts
Glassblowing,Arts_and_crafts
Mosaic,Arts_and_crafts
Collage,Arts_and_crafts
Decoupage,Arts_and_crafts
Felting,Arts_and_crafts
Spinning,Arts_and_crafts
Stained Glass,Arts_and_crafts
Papier-mâché,Arts_and_crafts
Batik,Arts_and_crafts
Beading,Arts_and_crafts
Ceramics,Arts_and_crafts
Bookbinding,Arts_and_crafts
Patchwork,Arts_and_crafts
Dyeing,Arts_and_crafts
Macrame,Arts_and_crafts
Metalwork,Arts_and_crafts
Enameling,Arts_and_crafts
Scrapbooking,Arts_and_crafts
Silkscreen,Arts_and_crafts
Marbling,Arts_and_crafts
Stencil,Arts_and_crafts
Tapestry,Arts_and_crafts
Terracotta,Arts_and_crafts
Textile,Arts_and_crafts
Toy-making,Arts_and_crafts
Wax,Arts_and_crafts
Wirework,Arts_and_crafts
Zentangle,Arts_and_crafts
Basket weaving,Arts_and_crafts
Leatherworking,Arts_and_crafts
Puppet-making,Arts_and_crafts
Rug-making,Arts_and_crafts
Stone-carving,Arts_and_crafts
Graphite,Arts_and_crafts
Charcoal,Arts_and_crafts
Watercolor,Arts_and_crafts
Acrylic,Arts_and_crafts
Oil,Arts_and_crafts
Pastel,Arts_and_crafts
Ink,Arts_and_crafts
Gouache,Arts_and_crafts
Encaustic,Arts_and_crafts
Tempera,Arts_and_crafts
Airbrushing,Arts_and_crafts
Digital,Arts_and_crafts
Fresco,Arts_and_crafts
Spray paint,Arts_and_crafts
Mural,Arts_and_crafts
Collagraphy,Arts_and_crafts
Pyrography,Arts_and_crafts
Learning,Education
Maths,Education
School,Education
University,Education
Education,Education
Teacher,Education
Student,Education
Classroom,Education
Lecture,Education
Homework,Education
Assignment,Education
Curriculum,Education
Degree,Education
Diploma,Education
Scholarship,Education
Tuition,Education
Textbook,Education
Study,Education
Knowledge,Education
Course,Education
Semester,Education
Graduation,Education
Admission,Education
Exam,Education
Test,Education
Thesis,Education
Dissertation,Education
Research,Education
Academic,Education
Science,Education
History,Education
Geography,Education
Language,Education
Literature,Education
Physics,Education
Chemistry,Education
Biology,Education
Music,Education
Drama,Education
Psychology,Education
Philosophy,Education
Campus,Education
Library,Education
Lab,Education
Blackboard,Education
Whiteboard,Education
Projector,Education
Stationery,Education
Notebook,Education
Pen,Education
Pencil,Education
Eraser,Education
Ruler,Education
Calculator,Education
Backpack,Education
Lunchbox,Education
Uniform,Education
Dormitory,Education
Cafeteria,Education
Bus,Education
Grade,Education
Report,Education
Principal,Education
Pedagogy,Education
Bakery,Food_and_drink
Snacks,Food_and_drink
Recipe,Food_and_drink
Cuisine,Food_and_drink
Beverage,Food_and_drink
Dairy,Food_and_drink
Produce,Food_and_drink
Grocery,Food_and_drink
Butchery,Food_and_drink
Patisserie,Food_and_drink
Confectionery,Food_and_drink
Deli,Food_and_drink
Winery,Food_and_drink
Brewery,Food_and_drink
Distillery,Food_and_drink
Juicery,Food_and_drink
Coffee,Food_and_drink
Tea,Food_and_drink
Spices,Food_and_drink
Herbs,Food_and_drink
Grains,Food_and_drink
Seafood,Food_and_drink
Poultry,Food_and_drink
Meat,Food_and_drink
Vegetables,Food_and_drink
Fruits,Food_and_drink
Nuts,Food_and_drink
Seeds,Food_and_drink
Cheese,Food_and_drink
Wine,Food_and_drink
Beer,Food_and_drink
Liquor,Food_and_drink
Cocktail,Food_and_drink
Smoothie,Food_and_drink
Soup,Food_and_drink
Salad,Food_and_drink
Dessert,Food_and_drink
Appetizer,Food_and_drink
Entree,Food_and_drink
Side,Food_and_drink
Pastry,Food_and_drink
Pasta,Food_and_drink
Pizza,Food_and_drink
Sandwich,Food_and_drink
Burger,Food_and_drink
Sausage,Food_and_drink
Steak,Food_and_drink
Grill,Food_and_drink
Roast,Food_and_drink
Stew,Food_and_drink
Fry,Food_and_drink
Bake,Food_and_drink
Boil,Food_and_drink
Steam,Food_and_drink
Chop,Food_and_drink
Slice,Food_and_drink
Dice,Food_and_drink
Blend,Food_and_drink
Whisk,Food_and_drink
Mix,Food_and_drink
Marinate,Food_and_drink
Season,Food_and_drink
Chill,Food_and_drink
Freeze,Food_and_drink
Thaw,Food_and_drink
Reheat,Food_and_drink
Clothing,Fashion_and_apparel
Apparel,Fashion_and_apparel
Shirt,Fashion_and_apparel
Boutique,Fashion_and_apparel
Denim,Fashion_and_apparel
Dress,Fashion_and_apparel
Blouse,Fashion_and_apparel
Trousers,Fashion_and_apparel
Skirt,Fashion_and_apparel
Jacket,Fashion_and_apparel
Coat,Fashion_and_apparel
Sweater,Fashion_and_apparel
Hoodie,Fashion_and_apparel
Underwear,Fashion_and_apparel
Suit,Fashion_and_apparel
Tie,Fashion_and_apparel
Scarf,Fashion_and_apparel
Gloves,Fashion_and_apparel
Handbag,Fashion_and_apparel
Purse,Fashion_and_apparel
Wallet,Fashion_and_apparel
Belt,Fashion_and_apparel
Shoes,Fashion_and_apparel
Boots,Fashion_and_apparel
Sneakers,Fashion_and_apparel
Heels,Fashion_and_apparel
Sandals,Fashion_and_apparel
Socks,Fashion_and_apparel
Swimwear,Fashion_and_apparel
Bikini,Fashion_and_apparel
Sunglasses,Fashion_and_apparel
Hat,Fashion_and_apparel
Cap,Fashion_and_apparel
Beanie,Fashion_and_apparel
Jewelry,Fashion_and_apparel
Necklace,Fashion_and_apparel
Bracelet,Fashion_and_apparel
Earrings,Fashion_and_apparel
Ring,Fashion_and_apparel
Wristwatch,Fashion_and_apparel
Pajamas,Fashion_and_apparel
Robe,Fashion_and_apparel
Lingerie,Fashion_and_apparel
Tights,Fashion_and_apparel
Leggings,Fashion_and_apparel
Jeans,Fashion_and_apparel
Shorts,Fashion_and_apparel
Vest,Fashion_and_apparel
Cardigan,Fashion_and_apparel
Jumpsuit,Fashion_and_apparel
